Brand,Model,"Part Name",Year,"Option 1"
Acura,TSX,AC-Evaporator,2014,
Acura,TSX,AC-Evaporator,2013,
Acura,TSX,AC-Evaporator,2012,
Acura,TSX,AC-Evaporator,2011,
Acura,TSX,AC-Evaporator,2010,
Acura,TSX,AC-Evaporator,2009,
Acura,TSX,AC-Evaporator,2008,
Acura,TSX,AC-Evaporator,2007,
Acura,TSX,AC-Evaporator,2006,
Acura,TSX,AC-Evaporator,2005,
Acura,TSX,AC-Evaporator,2004,
Acura,TSX,Air-Bag-Control-Module,2014,"Air Bag"
Acura,TSX,Air-Bag-Control-Module,2014,"Body Control (BCM)"
Acura,TSX,Air-Bag-Control-Module,2014,Communication
Acura,TSX,Air-Bag-Control-Module,2014,Door
Acura,TSX,Air-Bag-Control-Module,2014,Lamps
Acura,TSX,Air-Bag-Control-Module,2014,"Multiplex Network"
Acura,TSX,Air-Bag-Control-Module,2014,Steering
Acura,TSX,Air-Bag-Control-Module,2014,Suspension
Acura,TSX,Air-Bag-Control-Module,2013,"Air Bag"
Acura,TSX,Air-Bag-Control-Module,2013,"Body Control (BCM)"
Acura,TSX,Air-Bag-Control-Module,2013,Communication
Acura,TSX,Air-Bag-Control-Module,2013,Door
Acura,TSX,Air-Bag-Control-Module,2013,Lamps
Acura,TSX,Air-Bag-Control-Module,2013,"Multiplex Network"
Acura,TSX,Air-Bag-Control-Module,2013,Steering
Acura,TSX,Air-Bag-Control-Module,2013,Suspension
Acura,TSX,Air-Bag-Control-Module,2012,"Air Bag"
Acura,TSX,Air-Bag-Control-Module,2012,"Body Control (BCM)"
Acura,TSX,Air-Bag-Control-Module,2012,Communication
Acura,TSX,Air-Bag-Control-Module,2012,Door
Acura,TSX,Air-Bag-Control-Module,2012,Lamps
Acura,TSX,Air-Bag-Control-Module,2012,"Multiplex Network"
Acura,TSX,Air-Bag-Control-Module,2012,Steering
Acura,TSX,Air-Bag-Control-Module,2012,Suspension
Acura,TSX,Air-Bag-Control-Module,2011,"Air Bag"
Acura,TSX,Air-Bag-Control-Module,2011,"Body Control (BCM)"
Acura,TSX,Air-Bag-Control-Module,2011,Communication
Acura,TSX,Air-Bag-Control-Module,2011,Door
Acura,TSX,Air-Bag-Control-Module,2011,"Driver Assist"
Acura,TSX,Air-Bag-Control-Module,2011,Lamps
Acura,TSX,Air-Bag-Control-Module,2011,"Multiplex Network"
Acura,TSX,Air-Bag-Control-Module,2011,Steering
Acura,TSX,Air-Bag-Control-Module,2011,Suspension
Acura,TSX,Air-Bag-Control-Module,2010,"Air Bag"
Acura,TSX,Air-Bag-Control-Module,2010,"Body Control (BCM)"
Acura,TSX,Air-Bag-Control-Module,2010,Communication
Acura,TSX,Air-Bag-Control-Module,2010,"Driver Assist"
Acura,TSX,Air-Bag-Control-Module,2010,Lamps
Acura,TSX,Air-Bag-Control-Module,2010,"Multiplex Network"
Acura,TSX,Air-Bag-Control-Module,2010,Steering
Acura,TSX,Air-Bag-Control-Module,2010,Suspension
Acura,TSX,Air-Bag-Control-Module,2009,"Air Bag"
Acura,TSX,Air-Bag-Control-Module,2009,Communication
Acura,TSX,Air-Bag-Control-Module,2009,"Driver Assist"
Acura,TSX,Air-Bag-Control-Module,2009,Lamps
Acura,TSX,Air-Bag-Control-Module,2009,"Multiplex Network"
Acura,TSX,Air-Bag-Control-Module,2009,Steering
Acura,TSX,Air-Bag-Control-Module,2009,Suspension
Acura,TSX,Air-Bag-Control-Module,2008,"Air Bag"
Acura,TSX,Air-Bag-Control-Module,2008,Communication
Acura,TSX,Air-Bag-Control-Module,2008,Lamps
Acura,TSX,Air-Bag-Control-Module,2008,Memory
Acura,TSX,Air-Bag-Control-Module,2008,Suspension
Acura,TSX,Air-Bag-Control-Module,2007,"Air Bag"
Acura,TSX,Air-Bag-Control-Module,2007,Communication
Acura,TSX,Air-Bag-Control-Module,2007,Lamps
Acura,TSX,Air-Bag-Control-Module,2007,Memory
Acura,TSX,Air-Bag-Control-Module,2007,Suspension
Acura,TSX,Air-Bag-Control-Module,2006,"Air Bag"
Acura,TSX,Air-Bag-Control-Module,2006,Communication
Acura,TSX,Air-Bag-Control-Module,2006,Lamps
Acura,TSX,Air-Bag-Control-Module,2006,Memory
Acura,TSX,Air-Bag-Control-Module,2005,"Air Bag"
Acura,TSX,Air-Bag-Control-Module,2005,Communication
Acura,TSX,Air-Bag-Control-Module,2005,Lamps
Acura,TSX,Air-Bag-Control-Module,2004,"Air Bag"
Acura,TSX,Air-Bag-Control-Module,2004,Communication
Acura,TSX,Air-Bag-Control-Module,2004,Lamps
Acura,TSX,Air-Cleaner-Box,2014,(assembly)
Acura,TSX,Air-Cleaner-Box,2013,(assembly)
Acura,TSX,Air-Cleaner-Box,2012,(assembly)
Acura,TSX,Air-Cleaner-Box,2011,(assembly)
Acura,TSX,Air-Cleaner-Box,2010,(assembly)
Acura,TSX,Air-Cleaner-Box,2009,(assembly)
Acura,TSX,Air-Cleaner-Box,2008,(assembly)
Acura,TSX,Air-Cleaner-Box,2007,(assembly)
Acura,TSX,Air-Cleaner-Box,2006,(assembly)
Acura,TSX,Air-Cleaner-Box,2005,(assembly)
Acura,TSX,Air-Cleaner-Box,2004,(assembly)
Acura,TSX,Air-Flow-Meter,2014,"2.4 Liter"
Acura,TSX,Air-Flow-Meter,2014,"3.5 Liter"
Acura,TSX,Air-Flow-Meter,2013,"2.4 Liter"
Acura,TSX,Air-Flow-Meter,2013,"3.5 Liter"
Acura,TSX,Air-Flow-Meter,2012,"2.4 Liter"
Acura,TSX,Air-Flow-Meter,2012,"3.5 Liter"
Acura,TSX,Air-Flow-Meter,2011,"2.4 Liter"
Acura,TSX,Air-Flow-Meter,2011,"3.5 Liter"
Acura,TSX,Air-Flow-Meter,2010,"2.4 Liter"
Acura,TSX,Air-Flow-Meter,2010,"3.5 Liter"
Acura,TSX,Air-Flow-Meter,2009,
Acura,TSX,Alternator,2014,"2.4 Liter"
Acura,TSX,Alternator,2014,"3.5 Liter"
Acura,TSX,Alternator,2013,"2.4 Liter"
Acura,TSX,Alternator,2013,"3.5 Liter"
Acura,TSX,Alternator,2012,"2.4 Liter"
Acura,TSX,Alternator,2012,"3.5 Liter"
Acura,TSX,Alternator,2011,"2.4 Liter"
Acura,TSX,Alternator,2011,"3.5 Liter"
Acura,TSX,Alternator,2010,"2.4 Liter"
Acura,TSX,Alternator,2010,"3.5 Liter"
Acura,TSX,Alternator,2009,"(2.4 Liter)"
Acura,TSX,Alternator,2008,"(2.4 Liter)"
Acura,TSX,Alternator,2007,"(2.4 Liter)"
Acura,TSX,Alternator,2006,"(2.4 Liter)"
Acura,TSX,Alternator,2005,"(2.4 Liter)"
Acura,TSX,Alternator,2004,"(2.4 Liter)"
Acura,TSX,Axle-Shaft,2014,jackshaft
Acura,TSX,Axle-Shaft,2014,"outer shaft"
Acura,TSX,Axle-Shaft,2013,jackshaft
Acura,TSX,Axle-Shaft,2013,"outer shaft"
Acura,TSX,Axle-Shaft,2012,jackshaft
Acura,TSX,Axle-Shaft,2012,"outer shaft"
Acura,TSX,Axle-Shaft,2011,jackshaft
Acura,TSX,Axle-Shaft,2011,"outer shaft"
Acura,TSX,Axle-Shaft,2010,jackshaft
Acura,TSX,Axle-Shaft,2010,"outer shaft"
Acura,TSX,Axle-Shaft,2009,jackshaft
Acura,TSX,Axle-Shaft,2009,"outer shaft"
Acura,TSX,Axle-Shaft,2008,jackshaft
Acura,TSX,Axle-Shaft,2008,"outer shaft"
Acura,TSX,Axle-Shaft,2007,jackshaft
Acura,TSX,Axle-Shaft,2007,"outer shaft"
Acura,TSX,Axle-Shaft,2006,jackshaft
Acura,TSX,Axle-Shaft,2006,"outer shaft"
Acura,TSX,Axle-Shaft,2005,jackshaft
Acura,TSX,Axle-Shaft,2005,"outer shaft"
Acura,TSX,Axle-Shaft,2004,jackshaft
Acura,TSX,Axle-Shaft,2004,"outer shaft"
Acura,TSX,Back-Glass,2014,Sedan
Acura,TSX,Back-Glass,2014,SW
Acura,TSX,Back-Glass,2013,Sedan
Acura,TSX,Back-Glass,2013,SW
Acura,TSX,Back-Glass,2012,Sedan
Acura,TSX,Back-Glass,2012,SW
Acura,TSX,Back-Glass,2011,Sedan
Acura,TSX,Back-Glass,2011,SW
Acura,TSX,Back-Glass,2010,
Acura,TSX,Back-Glass,2009,
Acura,TSX,Back-Glass,2008,
Acura,TSX,Back-Glass,2007,
Acura,TSX,Back-Glass,2006,
Acura,TSX,Back-Glass,2005,
Acura,TSX,Back-Glass,2004,
Acura,TSX,Blower-Motor,2014,
Acura,TSX,Blower-Motor,2013,
Acura,TSX,Blower-Motor,2012,
Acura,TSX,Blower-Motor,2011,
Acura,TSX,Blower-Motor,2010,
Acura,TSX,Blower-Motor,2009,
Acura,TSX,Blower-Motor,2008,
Acura,TSX,Blower-Motor,2007,
Acura,TSX,Blower-Motor,2006,
Acura,TSX,Blower-Motor,2005,
Acura,TSX,Blower-Motor,2004,
Acura,TSX,Body-Control-Module,2014,"Air Bag"
Acura,TSX,Body-Control-Module,2014,"Body Control (BCM)"
Acura,TSX,Body-Control-Module,2014,Communication
Acura,TSX,Body-Control-Module,2014,Door
Acura,TSX,Body-Control-Module,2014,Lamps
Acura,TSX,Body-Control-Module,2014,"Multiplex Network"
Acura,TSX,Body-Control-Module,2014,Steering
Acura,TSX,Body-Control-Module,2014,Suspension
Acura,TSX,Body-Control-Module,2013,"Air Bag"
Acura,TSX,Body-Control-Module,2013,"Body Control (BCM)"
Acura,TSX,Body-Control-Module,2013,Communication
Acura,TSX,Body-Control-Module,2013,Door
Acura,TSX,Body-Control-Module,2013,Lamps
Acura,TSX,Body-Control-Module,2013,"Multiplex Network"
Acura,TSX,Body-Control-Module,2013,Steering
Acura,TSX,Body-Control-Module,2013,Suspension
Acura,TSX,Body-Control-Module,2012,"Air Bag"
Acura,TSX,Body-Control-Module,2012,"Body Control (BCM)"
Acura,TSX,Body-Control-Module,2012,Communication
Acura,TSX,Body-Control-Module,2012,Door
Acura,TSX,Body-Control-Module,2012,Lamps
Acura,TSX,Body-Control-Module,2012,"Multiplex Network"
Acura,TSX,Body-Control-Module,2012,Steering
Acura,TSX,Body-Control-Module,2012,Suspension
Acura,TSX,Body-Control-Module,2011,"Air Bag"
Acura,TSX,Body-Control-Module,2011,"Body Control (BCM)"
Acura,TSX,Body-Control-Module,2011,Communication
Acura,TSX,Body-Control-Module,2011,Door
Acura,TSX,Body-Control-Module,2011,"Driver Assist"
Acura,TSX,Body-Control-Module,2011,Lamps
Acura,TSX,Body-Control-Module,2011,"Multiplex Network"
Acura,TSX,Body-Control-Module,2011,Steering
Acura,TSX,Body-Control-Module,2011,Suspension
Acura,TSX,Body-Control-Module,2010,"Air Bag"
Acura,TSX,Body-Control-Module,2010,"Body Control (BCM)"
Acura,TSX,Body-Control-Module,2010,Communication
Acura,TSX,Body-Control-Module,2010,"Driver Assist"
Acura,TSX,Body-Control-Module,2010,Lamps
Acura,TSX,Body-Control-Module,2010,"Multiplex Network"
Acura,TSX,Body-Control-Module,2010,Steering
Acura,TSX,Body-Control-Module,2010,Suspension
Acura,TSX,Body-Control-Module,2009,"Air Bag"
Acura,TSX,Body-Control-Module,2009,Communication
Acura,TSX,Body-Control-Module,2009,"Driver Assist"
Acura,TSX,Body-Control-Module,2009,Lamps
Acura,TSX,Body-Control-Module,2009,"Multiplex Network"
Acura,TSX,Body-Control-Module,2009,Steering
Acura,TSX,Body-Control-Module,2009,Suspension
Acura,TSX,Body-Control-Module,2008,"Air Bag"
Acura,TSX,Body-Control-Module,2008,Communication
Acura,TSX,Body-Control-Module,2008,Lamps
Acura,TSX,Body-Control-Module,2008,Memory
Acura,TSX,Body-Control-Module,2008,Suspension
Acura,TSX,Body-Control-Module,2007,"Air Bag"
Acura,TSX,Body-Control-Module,2007,Communication
Acura,TSX,Body-Control-Module,2007,Lamps
Acura,TSX,Body-Control-Module,2007,Memory
Acura,TSX,Body-Control-Module,2007,Suspension
Acura,TSX,Body-Control-Module,2006,"Air Bag"
Acura,TSX,Body-Control-Module,2006,Communication
Acura,TSX,Body-Control-Module,2006,Lamps
Acura,TSX,Body-Control-Module,2006,Memory
Acura,TSX,Body-Control-Module,2005,"Air Bag"
Acura,TSX,Body-Control-Module,2005,Communication
Acura,TSX,Body-Control-Module,2005,Lamps
Acura,TSX,Body-Control-Module,2004,"Air Bag"
Acura,TSX,Body-Control-Module,2004,Communication
Acura,TSX,Body-Control-Module,2004,Lamps
Acura,TSX,Brain-Box,2014,"Electronic Control Module"
Acura,TSX,Brain-Box,2013,"Electronic Control Module"
Acura,TSX,Brain-Box,2012,"Electronic Control Module"
Acura,TSX,Brain-Box,2011,"Electronic Control Module"
Acura,TSX,Brain-Box,2010,"Electronic Control Module"
Acura,TSX,Brain-Box,2009,"Electronic Control Module"
Acura,TSX,Brain-Box,2008,"Electronic Control Module"
Acura,TSX,Brain-Box,2008,"Throttle Control"
Acura,TSX,Brain-Box,2007,"Electronic Control Module"
Acura,TSX,Brain-Box,2007,"Throttle Control"
Acura,TSX,Brain-Box,2006,"Electronic Control Module"
Acura,TSX,Brain-Box,2006,"Throttle Control"
Acura,TSX,Brain-Box,2005,"Electronic Control Module"
Acura,TSX,Brain-Box,2005,"Throttle Control"
Acura,TSX,Brain-Box,2004,"Electronic Control Module"
Acura,TSX,Brain-Box,2004,"Throttle Control"
Acura,TSX,Computer,2014,"Air Bag"
Acura,TSX,Computer,2014,"Body Control (BCM)"
Acura,TSX,Computer,2014,Communication
Acura,TSX,Computer,2014,Door
Acura,TSX,Computer,2014,Lamps
Acura,TSX,Computer,2014,"Multiplex Network"
Acura,TSX,Computer,2014,Steering
Acura,TSX,Computer,2014,Suspension
Acura,TSX,Computer,2013,"Air Bag"
Acura,TSX,Computer,2013,"Body Control (BCM)"
Acura,TSX,Computer,2013,Communication
Acura,TSX,Computer,2013,Door
Acura,TSX,Computer,2013,Lamps
Acura,TSX,Computer,2013,"Multiplex Network"
Acura,TSX,Computer,2013,Steering
Acura,TSX,Computer,2013,Suspension
Acura,TSX,Computer,2012,"Air Bag"
Acura,TSX,Computer,2012,"Body Control (BCM)"
Acura,TSX,Computer,2012,Communication
Acura,TSX,Computer,2012,Door
Acura,TSX,Computer,2012,Lamps
Acura,TSX,Computer,2012,"Multiplex Network"
Acura,TSX,Computer,2012,Steering
Acura,TSX,Computer,2012,Suspension
Acura,TSX,Computer,2011,"Air Bag"
Acura,TSX,Computer,2011,"Body Control (BCM)"
Acura,TSX,Computer,2011,Communication
Acura,TSX,Computer,2011,Door
Acura,TSX,Computer,2011,"Driver Assist"
Acura,TSX,Computer,2011,Lamps
Acura,TSX,Computer,2011,"Multiplex Network"
Acura,TSX,Computer,2011,Steering
Acura,TSX,Computer,2011,Suspension
Acura,TSX,Computer,2010,"Air Bag"
Acura,TSX,Computer,2010,"Body Control (BCM)"
Acura,TSX,Computer,2010,Communication
Acura,TSX,Computer,2010,"Driver Assist"
Acura,TSX,Computer,2010,Lamps
Acura,TSX,Computer,2010,"Multiplex Network"
Acura,TSX,Computer,2010,Steering
Acura,TSX,Computer,2010,Suspension
Acura,TSX,Computer,2009,"Air Bag"
Acura,TSX,Computer,2009,Communication
Acura,TSX,Computer,2009,"Driver Assist"
Acura,TSX,Computer,2009,Lamps
Acura,TSX,Computer,2009,"Multiplex Network"
Acura,TSX,Computer,2009,Steering
Acura,TSX,Computer,2009,Suspension
Acura,TSX,Computer,2008,"Air Bag"
Acura,TSX,Computer,2008,Communication
Acura,TSX,Computer,2008,Lamps
Acura,TSX,Computer,2008,Memory
Acura,TSX,Computer,2008,Suspension
Acura,TSX,Computer,2007,"Air Bag"
Acura,TSX,Computer,2007,Communication
Acura,TSX,Computer,2007,Lamps
Acura,TSX,Computer,2007,Memory
Acura,TSX,Computer,2007,Suspension
Acura,TSX,Computer,2006,"Air Bag"
Acura,TSX,Computer,2006,Communication
Acura,TSX,Computer,2006,Lamps
Acura,TSX,Computer,2006,Memory
Acura,TSX,Computer,2005,"Air Bag"
Acura,TSX,Computer,2005,Communication
Acura,TSX,Computer,2005,Lamps
Acura,TSX,Computer,2004,"Air Bag"
Acura,TSX,Computer,2004,Communication
Acura,TSX,Computer,2004,Lamps
Acura,TSX,Brake-Master-Cylinder,2014,
Acura,TSX,Brake-Master-Cylinder,2013,
Acura,TSX,Brake-Master-Cylinder,2012,
Acura,TSX,Brake-Master-Cylinder,2011,
Acura,TSX,Brake-Master-Cylinder,2010,"2.4 Liter (4 cylinder)"
Acura,TSX,Brake-Master-Cylinder,2010,"3.5 Liter (6 cylinder)"
Acura,TSX,Brake-Master-Cylinder,2009,"(2.4 Liter, 4 cylinder)"
Acura,TSX,Brake-Master-Cylinder,2008,"(2.4 Liter, 4 cylinder)"
Acura,TSX,Brake-Master-Cylinder,2007,"(2.4 Liter, 4 cylinder)"
Acura,TSX,Brake-Master-Cylinder,2006,"(2.4 Liter, 4 cylinder)"
Acura,TSX,Brake-Master-Cylinder,2005,"(2.4 Liter, 4 cylinder)"
Acura,TSX,Brake-Master-Cylinder,2004,"(2.4 Liter, 4 cylinder)"
Acura,TSX,Front-Bumper,2014,"ground effects"
Acura,TSX,Front-Bumper,2014,"without ground effects"
Acura,TSX,Front-Bumper,2013,"ground effects"
Acura,TSX,Front-Bumper,2013,"without ground effects"
Acura,TSX,Front-Bumper,2012,"ground effects"
Acura,TSX,Front-Bumper,2012,"without ground effects"
Acura,TSX,Front-Bumper,2011,
Acura,TSX,Front-Bumper,2010,
Acura,TSX,Front-Bumper,2009,
Acura,TSX,Front-Bumper,2008,
Acura,TSX,Front-Bumper,2007,
Acura,TSX,Front-Bumper,2006,
Acura,TSX,Front-Bumper,2005,
Acura,TSX,Front-Bumper,2004,
Acura,TSX,Rear-Bumper,2014,Sedan
Acura,TSX,Rear-Bumper,2014,SW
Acura,TSX,Rear-Bumper,2013,Sedan
Acura,TSX,Rear-Bumper,2013,SW
Acura,TSX,Rear-Bumper,2012,Sedan
Acura,TSX,Rear-Bumper,2012,SW
Acura,TSX,Rear-Bumper,2011,Sedan
Acura,TSX,Rear-Bumper,2011,SW
Acura,TSX,Rear-Bumper,2010,
Acura,TSX,Rear-Bumper,2009,
Acura,TSX,Rear-Bumper,2008,
Acura,TSX,Rear-Bumper,2007,
Acura,TSX,Rear-Bumper,2006,
Acura,TSX,Rear-Bumper,2005,
Acura,TSX,Rear-Bumper,2004,
Acura,TSX,F-Bumper-Renf,2014,
Acura,TSX,F-Bumper-Renf,2013,
Acura,TSX,F-Bumper-Renf,2012,
Acura,TSX,F-Bumper-Renf,2011,
Acura,TSX,F-Bumper-Renf,2010,
Acura,TSX,F-Bumper-Renf,2009,
Acura,TSX,F-Bumper-Renf,2008,
Acura,TSX,F-Bumper-Renf,2007,
Acura,TSX,F-Bumper-Renf,2006,
Acura,TSX,F-Bumper-Renf,2005,
Acura,TSX,F-Bumper-Renf,2004,
Acura,TSX,R-Bump-Reinfor,2014,Sedan
Acura,TSX,R-Bump-Reinfor,2014,SW
Acura,TSX,R-Bump-Reinfor,2013,Sedan
Acura,TSX,R-Bump-Reinfor,2013,SW
Acura,TSX,R-Bump-Reinfor,2012,Sedan
Acura,TSX,R-Bump-Reinfor,2012,SW
Acura,TSX,R-Bump-Reinfor,2011,Sedan
Acura,TSX,R-Bump-Reinfor,2011,SW
Acura,TSX,R-Bump-Reinfor,2010,
Acura,TSX,R-Bump-Reinfor,2009,
Acura,TSX,R-Bump-Reinfor,2008,
Acura,TSX,R-Bump-Reinfor,2007,
Acura,TSX,R-Bump-Reinfor,2006,
Acura,TSX,R-Bump-Reinfor,2005,
Acura,TSX,R-Bump-Reinfor,2004,
Acura,TSX,Camera-Projector,2014,(navigation)
Acura,TSX,Camera-Projector,2013,(navigation)
Acura,TSX,Camera-Projector,2012,(navigation)
Acura,TSX,Camera-Projector,2011,(navigation)
Acura,TSX,Camera-Projector,2010,"(lid mounted)"
Acura,TSX,Camera-Projector,2009,"(lid mounted)"
Acura,TSX,Car-Window-Lifter,2014,"(electric assembly)"
Acura,TSX,Car-Window-Lifter,2013,"(electric assembly)"
Acura,TSX,Car-Window-Lifter,2012,"(electric assembly)"
Acura,TSX,Car-Window-Lifter,2011,"(electric assembly)"
Acura,TSX,Car-Window-Lifter,2010,"(electric assembly)"
Acura,TSX,Car-Window-Lifter,2009,"(electric assembly)"
Acura,TSX,Car-Window-Lifter,2008,"(electric assembly)"
Acura,TSX,Car-Window-Lifter,2007,"(electric assembly)"
Acura,TSX,Car-Window-Lifter,2006,"(electric assembly)"
Acura,TSX,Car-Window-Lifter,2005,"(electric assembly)"
Acura,TSX,Car-Window-Lifter,2004,"(electric assembly)"
Acura,TSX,Car-Window-Regulator,2014,"(electric assembly)"
Acura,TSX,Car-Window-Regulator,2013,"(electric assembly)"
Acura,TSX,Car-Window-Regulator,2012,"(electric assembly)"
Acura,TSX,Car-Window-Regulator,2011,"(electric assembly)"
Acura,TSX,Car-Window-Regulator,2010,"(electric assembly)"
Acura,TSX,Car-Window-Regulator,2009,"(electric assembly)"
Acura,TSX,Car-Window-Regulator,2008,"(electric assembly)"
Acura,TSX,Car-Window-Regulator,2007,"(electric assembly)"
Acura,TSX,Car-Window-Regulator,2006,"(electric assembly)"
Acura,TSX,Car-Window-Regulator,2005,"(electric assembly)"
Acura,TSX,Car-Window-Regulator,2004,"(electric assembly)"
